,customer_id_num,product_cat_num,review_score,predicted_score
130,24226,12,5.0,4.770664814099787
131,25060,2,5.0,4.766222518744392
132,26309,13,2.0,1.9153023432639622
133,26334,4,5.0,4.7706211236684855
134,26774,12,3.0,2.862398944623712
135,26820,24,1.0,0.9612461599032217
136,27010,12,5.0,4.770664814099787
137,27829,23,5.0,4.904154942995229
138,28265,5,4.0,3.8073989487562456
139,28721,17,1.0,0.9514757159427467
140,28870,16,1.0,0.9576988711737074
141,29008,0,1.0,0.9538880618116983
142,29499,17,5.0,4.757378467455604
143,29662,12,5.0,4.770664814099787
144,31163,17,1.0,0.9514757159427467
145,31608,8,1.0,0.9533432850596836
146,32041,17,4.0,3.805902863770987
147,32112,2,5.0,0.953244506790186
148,33383,19,4.0,3.914808322808831
149,33402,4,1.0,0.9541242176287879
150,33583,27,3.0,2.9528057833777126
151,33855,13,1.0,0.9576511716319811
152,33922,12,3.0,2.862398944623712
153,34136,24,1.0,0.9612461599032217
154,34575,33,5.0,4.8882321995978195
155,34650,0,5.0,4.769440253291737
156,35210,44,1.0,0.9688175092393335
157,35459,15,5.0,4.821786671700771
158,35463,69,3.0,2.9525465116522076
159,36955,5,5.0,4.759248667476491
160,37226,0,1.0,0.9538880618116983
161,37275,5,1.0,0.9518497371890614
162,37752,12,1.0,0.954132973154198
163,37977,37,1.0,0.9819161206019286
164,38155,7,3.0,2.885528369608899
165,38396,8,1.0,0.9533432850596836
166,38710,12,5.0,4.770664814099787
167,38898,50,5.0,4.869588035563743
168,38901,13,2.0,0.772315524309424
169,39145,5,5.0,4.759248667476491
170,39425,21,5.0,4.765976179225759
171,40380,0,5.0,4.769440253291737
172,40783,17,5.0,4.757378467455604
173,42017,17,4.0,3.805902863770987
174,42384,0,5.0,4.769440253291737
175,43358,4,5.0,4.7706211236684855
176,43517,5,5.0,4.759248667476491
177,43598,16,4.0,3.8307954846948298
178,44068,26,3.0,2.929972578536163
179,44664,8,1.0,0.9533432850596836
180,44717,17,5.0,4.757378467455604
181,45357,17,5.0,4.757378467455604
182,45502,60,1.0,0.9880718993607235
183,45598,12,5.0,4.770664814099787
184,45683,49,5.0,4.926532028002619
185,45756,8,3.0,2.8600298927441594
186,46149,3,5.0,4.802944841628879
187,46400,2,5.0,4.766222518744392
188,46975,25,5.0,4.814486224901756
189,48722,8,3.0,2.8600298927441594
190,49060,16,2.0,1.9153977423474149
191,49488,0,1.0,0.9538880618116983
192,50768,0,4.0,3.815552247246793
193,50986,2,4.0,3.812978027160744
194,51205,17,3.0,2.854427145308644
195,51601,17,5.0,4.757378467455604
196,51699,17,5.0,4.757378467455604
197,51827,17,1.0,0.9514757159427467
198,52195,17,5.0,4.757378467455604
199,52324,0,3.0,2.8616641766276794
200,52340,8,1.0,0.9533432850596836
201,52394,8,5.0,4.766716488617536
202,52394,8,5.0,4.766716488617536
203,52394,8,5.0,4.766716488617536
204,52394,8,5.0,4.766716488617536
205,53225,17,4.0,3.805902863770987
206,53284,2,5.0,4.766222518744392
207,53414,0,5.0,4.769440253291737
208,54006,16,4.0,3.8307954846948298
209,55472,2,5.0,4.766222518744392
210,56667,13,1.0,0.9576511716319811
211,56705,17,4.0,3.805902863770987
212,57506,32,5.0,4.805169718408294
213,58382,2,5.0,4.766222518744392
214,58800,4,4.0,3.8164968705151514
215,59421,17,1.0,0.9514757159427467
216,59697,39,5.0,4.90420741519975
217,59771,21,5.0,4.765976179225759
218,59920,8,5.0,4.766716488617536
219,60070,4,5.0,4.7706211236684855
220,60266,2,4.0,3.812978027160744
221,61308,8,4.0,3.8133731402387343
222,61536,8,1.0,0.9533432850596836
223,61728,0,4.0,3.815552247246793
224,61835,5,5.0,4.759248667476491
225,62947,55,3.0,2.948928336192503
226,63200,68,5.0,4.901465721253891
227,63452,16,5.0,4.788494228034477
228,63506,2,5.0,4.766222518744392
229,63671,3,5.0,4.802944841628879
230,64290,12,5.0,4.770664814099787
231,65196,8,1.0,0.9533432850596836
232,65316,8,4.0,3.8133731402387343
233,65316,8,4.0,3.8133731402387343
234,65316,8,4.0,3.8133731402387343
235,65316,8,4.0,3.8133731402387343
236,65510,32,5.0,4.805169718408294
237,65769,17,4.0,3.805902863770987
238,66227,1,5.0,4.766461959197935
239,66325,13,4.0,3.8306046865279244
240,66743,17,5.0,4.757378467455604
241,66877,1,3.0,2.8598770953835735
242,67941,5,5.0,4.759248667476491
243,68042,8,5.0,4.766716488617536
244,68255,17,5.0,4.757378467455604
245,68567,15,1.0,0.964357304272323
246,69022,4,4.0,3.8164968705151514
247,69818,8,1.0,0.9533432850596836
248,70251,17,5.0,4.757378467455604
249,71292,12,5.0,4.770664814099787
250,113,2,4.0,3.812978027160744
251,250,17,1.0,0.9098710821920362
252,250,17,1.0,0.9098710821920362
253,250,17,1.0,0.9098710821920362
254,250,17,1.0,0.9098710821920362
255,712,13,5.0,4.78825592632322
256,823,0,1.0,0.9538880618116983
257,1524,11,5.0,0.17590871051986778
258,2807,4,5.0,4.7706211236684855
259,3721,28,4.0,3.9143956197123804
260,4417,12,1.0,0.954132973154198
261,4852,7,5.0,4.809213880005519
262,5448,17,5.0,4.757378467455604
263,6156,17,5.0,4.757378467455604
264,6426,13,3.0,2.872953583608065
265,6519,12,5.0,4.770664814099787
266,6652,17,4.0,3.805902863770987
267,7026,5,1.0,0.9518497371890614
268,7901,4,5.0,4.7706211236684855
269,7925,8,5.0,4.766716488617536
270,9383,4,4.0,3.8164968705151514
271,9559,14,5.0,4.794792764033279
272,9726,11,4.0,3.8103951863163386
273,10537,16,5.0,4.788494228034477
274,10621,24,5.0,4.80623071183446
275,10846,1,5.0,4.766461959197935
276,11012,17,5.0,4.757378467455604
277,11269,0,5.0,4.769440253291737
278,11470,17,1.0,0.9514757159427467
279,11504,17,5.0,4.757378467455604
280,12535,54,5.0,4.943079450776711
281,12609,16,4.0,3.8307954846948298
282,12726,35,2.0,0.6651782687972716
283,13082,17,5.0,4.757378467455604
284,13183,12,5.0,4.770664814099787
285,13909,14,5.0,4.794792764033279
286,13937,16,5.0,4.788494228034477
287,14089,0,5.0,4.769440253291737
288,14346,3,5.0,4.802944841628879
289,14428,17,4.0,3.805902863770987
290,14650,41,1.0,0.8795002097493025
291,14650,41,1.0,0.8795002097493025
292,14650,41,1.0,0.8795002097493025
293,14650,41,1.0,0.8795002097493025
294,14650,41,1.0,0.8795002097493025
295,14650,41,1.0,0.8795002097493025
296,14650,41,1.0,0.8795002097493025
297,14650,41,1.0,0.8795002097493025
298,14650,41,1.0,0.8795002097493025
299,14672,17,5.0,4.757378467455604
300,15813,16,1.0,0.9576988711737074
301,15911,2,3.0,4.766222518744392
302,16184,13,5.0,4.78825592632322
303,16364,17,2.0,1.8813416839588475
304,16907,0,5.0,4.769440253291737
305,17174,17,1.0,0.9514757159427467
306,17337,0,1.0,0.0767301005421886
307,17376,13,5.0,4.78825592632322
308,17609,0,3.0,2.8616641766276794
309,19176,1,5.0,4.766461959197935
310,19469,0,2.0,1.9077761236233965
311,19483,12,4.0,3.816531892616792
312,20139,0,3.0,2.8616641766276794
313,20851,8,5.0,4.766716488617536
314,21117,12,5.0,4.770664814099787
315,22087,58,3.0,2.957843076812919
316,22401,48,1.0,0.3078524891559703
317,22650,1,1.0,0.9532923848087131
318,22882,1,4.0,3.8131695392348526
319,23322,5,5.0,4.759248667476491
320,23952,5,5.0,4.759248667476491
321,24388,5,1.0,0.9518497371890614
322,24494,15,3.0,2.8930719711655004
323,24984,41,5.0,4.866993745619732
324,25900,17,4.0,3.805902863770987
325,25932,37,5.0,4.909580562842379
326,27606,17,4.0,3.805902863770987
327,27851,32,5.0,4.805169718408294
328,29041,44,1.0,0.9688175092393335
329,29645,12,5.0,4.770664814099787
330,30224,17,4.0,3.805902863770987
331,30258,17,2.0,1.9029514318854934
332,30374,7,1.0,0.9618427769151721
333,30727,16,1.0,0.9576988711737074
334,30727,16,1.0,0.9576988711737074
335,30727,16,1.0,0.9576988711737074
336,30727,16,1.0,0.9576988711737074
337,31431,16,4.0,3.8307954846948298
338,31562,17,5.0,4.757378467455604
339,32327,0,5.0,4.769440253291737
340,32364,5,4.0,3.8073989487562456
341,32986,5,1.0,0.9518497371890614
342,33558,11,2.0,1.9051975931581693
343,33630,5,5.0,4.759248667476491
344,34007,4,1.0,0.9541242176287879
345,36699,12,1.0,0.954132973154198
346,37189,12,1.0,0.954132973154198
347,37978,17,1.0,0.9514757159427467
348,37995,28,5.0,4.8929943716678554
349,38438,5,5.0,4.759248667476491
350,38503,8,1.0,0.9021739659776483
351,39348,13,5.0,1.5052302217745088
352,39805,14,5.0,4.794792764033279
353,40104,17,4.0,3.805902863770987
354,40374,11,4.0,3.8103951863163386
355,41025,12,5.0,4.736834840300411
356,41455,12,3.0,2.862398944623712
357,42198,5,5.0,4.759248667476491
358,43052,17,5.0,4.757378467455604
359,43236,33,5.0,4.8882321995978195
360,43288,11,1.0,-0.08342509298916498
361,44114,17,4.0,3.805902863770987
362,44382,51,4.0,0.9770358094315481
363,44750,15,1.0,0.964357304272323
364,44858,17,1.0,0.9514757159427467
365,45210,17,5.0,4.757378467455604
366,45210,17,5.0,4.757378467455604
367,45210,17,5.0,4.757378467455604
368,45210,17,5.0,4.757378467455604
369,45517,14,5.0,4.794792764033279
370,45989,12,1.0,0.954132973154198
371,46473,16,3.0,2.873096600988771
372,46928,29,5.0,-0.26190967802468446
373,47229,4,5.0,4.7706211236684855
374,48231,8,5.0,4.766716488617536
375,48355,0,2.0,1.9077761236233965
376,49200,11,5.0,4.762993973195825
377,49332,7,1.0,0.9618427769151721
378,49332,7,1.0,0.9618427769151721
379,49332,7,1.0,0.9618427769151721
380,49332,7,1.0,0.9618427769151721
381,49750,47,5.0,4.882772408702426
382,51231,2,5.0,4.766222518744392
383,51820,41,5.0,4.866993745619732
384,52178,21,5.0,4.765976179225759
385,52397,2,5.0,4.766222518744392
386,52499,6,5.0,1.0145033092462086
387,52515,8,5.0,4.766716488617536
388,52590,17,4.0,3.805902863770987
389,52680,3,3.0,2.8817668946817943
390,52699,0,5.0,4.769440253291737
391,53311,12,1.0,0.21972841426449985
392,54225,16,4.0,3.8307954846948298
393,54265,4,1.0,0.9541242176287879
394,54410,17,5.0,4.757378467455604
395,54530,7,4.0,3.8473711076606882
396,55928,51,5.0,4.8851789208506275
397,56365,12,5.0,4.770664814099787
398,56548,17,5.0,4.757378467455604
399,57074,5,4.0,3.8073989487562456
400,57074,5,4.0,3.8073989487562456
401,57074,5,4.0,3.8073989487562456
402,57074,5,4.0,3.8073989487562456
403,57074,5,4.0,3.8073989487562456
404,57074,5,4.0,3.8073989487562456
405,57074,5,4.0,3.8073989487562456
406,57074,5,4.0,3.8073989487562456
407,57074,5,4.0,3.8073989487562456
408,57074,5,4.0,3.8073989487562456
409,57074,5,4.0,3.8073989487562456
410,57074,5,4.0,3.8073989487562456
411,57074,5,4.0,3.8073989487562456
412,57074,5,4.0,3.8073989487562456
413,57074,5,4.0,3.8073989487562456
414,57074,5,4.0,3.8073989487562456
415,57074,5,4.0,3.8073989487562456
416,57074,5,4.0,3.8073989487562456
417,57074,5,4.0,3.8073989487562456
418,57074,5,4.0,3.8073989487562456
419,57074,5,4.0,3.8073989487562456
420,57074,5,4.0,3.8073989487562456
421,57074,5,4.0,3.8073989487562456
422,57074,5,4.0,3.8073989487562456
423,57074,5,4.0,3.8073989487562456
424,57150,1,1.0,0.9532923848087131
425,57150,1,1.0,0.9532923848087131
426,57150,1,1.0,0.9532923848087131
427,57150,1,1.0,0.9532923848087131
428,58200,17,5.0,4.757378467455604
429,58477,4,5.0,4.7706211236684855
430,58567,4,5.0,4.7706211236684855
431,60265,2,4.0,3.812978027160744
432,60418,17,4.0,3.805902863770987
433,60599,0,2.0,1.9077761236233965
434,60746,21,3.0,2.8595856348257547
435,60827,16,1.0,0.9576988711737074
436,61157,0,4.0,3.815552247246793
437,61630,5,5.0,2.126945221180903
438,62840,41,5.0,4.866993745619732
439,63713,24,5.0,4.80623071183446
440,63858,11,5.0,4.762993973195825
441,64719,68,4.0,1.7678264346421022
442,64779,8,5.0,4.766716488617536
443,65300,17,5.0,4.757378467455604
444,65979,0,5.0,4.769440253291737
445,66476,17,5.0,4.757378467455604
446,67451,2,5.0,4.766222518744392
447,68200,17,1.0,0.9514757159427467
448,68300,1,1.0,0.9532923848087131
449,68669,0,4.0,3.815552247246793
450,69841,24,5.0,4.80623071183446
451,70415,12,5.0,4.770664814099787
452,71840,3,5.0,4.802944841628879
453,72037,0,5.0,4.769440253291737
454,61,3,4.0,3.8423559020370606
455,420,0,5.0,4.769440253291737
456,602,16,5.0,4.788494228034477
457,1112,14,5.0,4.794792764033279
458,2730,14,3.0,2.876875674291764
459,3158,50,5.0,4.869588035563743
460,3158,50,5.0,4.869588035563743
461,3158,50,5.0,4.869588035563743
462,3158,50,5.0,4.869588035563743
463,3241,17,5.0,4.757378467455604
464,3241,17,5.0,4.757378467455604
465,3241,17,5.0,4.757378467455604
466,3241,17,5.0,4.757378467455604
467,3308,12,2.0,1.908265946308396
468,4061,25,3.0,2.88869171550259
469,4070,0,5.0,0.9791356021470627
470,4333,11,5.0,4.762993973195825
471,4333,11,5.0,4.762993973195825
472,4333,11,5.0,4.762993973195825
473,4333,11,5.0,4.762993973195825
474,4487,55,5.0,4.914880619420829
475,4550,8,5.0,4.766716488617536
476,5146,2,4.0,3.812978027160744
477,5376,8,5.0,4.766716488617536
478,5674,12,5.0,4.770664814099787
479,6098,0,5.0,4.769440253291737
480,6102,22,2.0,-0.19849653804075396
481,6135,5,5.0,4.759248667476491
482,6645,21,5.0,4.765976179225759
483,7756,12,5.0,4.770664814099787
484,8023,51,5.0,4.8851789208506275
485,8287,15,4.0,3.857429217089292
486,9929,13,5.0,4.78825592632322
487,10480,8,5.0,4.766716488617536
488,10555,47,5.0,4.882772408702426
489,10555,47,5.0,4.882772408702426
490,10555,47,5.0,4.882772408702426
491,10555,47,5.0,4.882772408702426
492,10555,47,5.0,4.882772408702426
493,10555,47,5.0,4.882772408702426
494,10555,47,5.0,4.882772408702426
495,10555,47,5.0,4.882772408702426
496,10555,47,5.0,4.882772408702426
497,10555,47,5.0,4.882772408702426
498,10555,47,5.0,4.882772408702426
499,10555,47,5.0,4.882772408702426
500,10555,47,5.0,4.882772408702426
501,10555,47,5.0,4.882772408702426
502,10555,47,5.0,4.882772408702426
503,10555,47,5.0,4.882772408702426
504,10602,8,4.0,3.8133731402387343
505,10743,59,5.0,4.906462730425075
506,10871,21,1.0,0.9531952431659864
507,11094,50,4.0,3.8956704441443666
508,11124,0,4.0,3.815552247246793
509,11132,6,5.0,4.786163091918312
510,11403,11,3.0,2.857796460514778
511,11481,11,1.0,0.9525987965790846
512,11602,24,5.0,4.80623071183446
513,12034,4,4.0,3.8164968705151514
514,12225,5,5.0,4.759248667476491
515,12437,17,1.0,0.9514757159427467
516,12552,2,3.0,2.859733540937853
517,12853,7,5.0,4.809213880005519
518,13185,47,4.0,3.9062179238254147
519,14196,0,1.0,0.9538880618116983
520,14196,0,1.0,0.9538880618116983
521,14196,0,1.0,0.9538880618116983
522,14196,0,1.0,0.9538880618116983
523,14466,32,4.0,4.805169718408294
524,15497,25,5.0,4.814486224901756
525,15793,13,1.0,0.9576511716319811
526,15910,14,3.0,2.876875674291764
527,16632,8,5.0,4.766716488617536
528,16706,0,5.0,4.769440253291737
529,16797,5,3.0,2.855549223809745
530,17330,12,5.0,4.770664814099787
531,17604,0,4.0,3.815552247246793
532,17765,25,4.0,3.8515889491786117
533,17974,30,5.0,4.917224826553188
534,18216,0,5.0,4.769440253291737
535,18217,13,5.0,4.78825592632322
536,18816,0,4.0,3.815552247246793
537,18839,17,3.0,2.854427145308644
538,20223,17,1.0,0.9514757159427467
539,20994,2,3.0,2.859733540937853
540,21006,8,5.0,4.766716488617536
541,21010,0,5.0,4.769440253291737
542,21146,4,1.0,0.9541242176287879
543,21789,17,5.0,4.757378467455604
544,21940,2,1.0,0.953244506790186
545,22343,15,4.0,3.857429217089292
546,23068,0,1.0,0.9538880618116983
547,23778,8,5.0,4.766716488617536
548,23983,15,3.0,2.8930719711655004
549,25533,15,3.0,2.8930719711655004
550,26659,1,1.0,0.9532923848087131
551,27045,33,5.0,4.8882321995978195
552,27181,21,1.0,0.9531952431659864
553,27721,21,5.0,4.765976179225759
554,28021,13,5.0,4.78825592632322
555,28284,12,1.0,0.954132973154198
556,28444,2,5.0,4.766222518744392
557,28893,21,5.0,4.765976179225759
558,29702,0,1.0,0.9538880618116983
559,29702,0,1.0,0.9538880618116983
560,29702,0,1.0,0.9538880618116983
561,29702,0,1.0,0.9538880618116983
562,29788,12,5.0,4.770664814099787
563,30084,12,5.0,4.770664814099787
564,30409,5,2.0,1.9036994743781228
565,31113,17,3.0,2.854427145308644
566,31252,16,2.0,1.9153977423474149
567,31491,5,5.0,3.8073989487562456
568,31544,2,5.0,4.766222518744392
569,31713,5,3.0,2.855549223809745
570,31822,2,1.0,0.953244506790186
571,31836,0,2.0,1.9077761236233965
572,32077,49,5.0,4.926532028002619
573,32292,12,5.0,4.770664814099787
574,32509,5,5.0,4.759248667476491
575,33160,0,5.0,4.769440253291737
576,33238,8,3.0,2.8600298927441594
577,34069,17,1.0,0.9514757159427467
578,34226,0,1.0,0.9538880618116983
579,34926,12,5.0,4.770664814099787
580,35186,12,2.0,1.908265946308396
581,35413,17,5.0,2.377327470811362
582,35426,62,3.0,2.9550800807376576
583,35664,24,3.0,2.883738472951154
584,36188,32,5.0,4.805169718408294
585,36368,32,1.0,0.9610339435132687
586,36928,0,1.0,0.19582711262516006
587,37861,3,3.0,2.8817668946817943
588,37935,13,5.0,4.78825592632322
589,38094,16,1.0,0.9576988711737074
590,38932,0,4.0,3.815552247246793
591,39189,5,1.0,0.9518497371890614
592,39582,0,5.0,4.769440253291737
593,39926,0,5.0,4.769440253291737
594,40521,17,1.0,0.9514757159427467
595,40870,12,5.0,4.770664814099787
596,40935,5,5.0,4.759248667476491
597,42505,17,4.0,3.805902863770987
598,42506,0,4.0,3.815552247246793
599,42774,0,5.0,4.769440253291737
600,43798,58,5.0,4.929738432281047
601,44280,0,1.0,0.9538880618116983
602,46121,1,5.0,4.766461959197935
603,46640,50,5.0,4.869588035563743
604,47374,0,2.0,0.4724568155987605
605,47937,5,5.0,4.759248667476491
606,48090,4,3.0,2.8623726451826657
607,49407,17,4.0,3.805902863770987
608,50018,16,5.0,4.788494228034477
609,50615,5,5.0,4.759248667476491
610,50790,12,1.0,0.954132973154198
611,50906,0,5.0,4.769440253291737
612,50937,11,4.0,3.8103951863163386
613,51485,11,1.0,0.9525987965790846
614,51916,2,5.0,4.766222518744392
615,51988,0,5.0,4.769440253291737
616,52580,28,5.0,4.8929943716678554
617,52605,21,5.0,4.765976179225759
618,52605,21,5.0,4.765976179225759
619,52605,21,5.0,4.765976179225759
620,52605,21,5.0,4.765976179225759
621,53605,17,1.0,0.9514757159427467
622,53874,12,4.0,3.816531892616792
623,54048,16,4.0,3.8307954846948298
624,54454,8,5.0,4.766716488617536
625,54898,4,5.0,4.7706211236684855
626,54932,8,1.0,0.9533432850596836
627,56404,0,1.0,0.9538880618116983
628,56781,17,2.0,1.9029514318854934
629,56983,17,5.0,4.757378467455604
630,57206,4,4.0,3.8164968705151514
631,57484,2,5.0,4.766222518744392
632,58230,0,5.0,4.769440253291737
633,58739,17,5.0,4.757378467455604
634,59153,21,5.0,4.765976179225759
635,59349,5,5.0,4.759248667476491
636,59503,17,3.0,2.854427145308644
637,59629,5,1.0,0.9518497371890614
638,60029,17,3.0,2.854427145308644
639,60061,17,1.0,0.9514757159427467
640,60727,3,5.0,4.802944841628879
641,61244,8,5.0,4.766716488617536
642,61244,8,5.0,4.766716488617536
643,61244,8,5.0,4.766716488617536
644,61244,8,5.0,4.766716488617536
645,61244,8,5.0,4.766716488617536
646,61244,8,5.0,4.766716488617536
647,61244,8,5.0,4.766716488617536
648,61244,8,5.0,4.766716488617536
649,61244,8,5.0,4.766716488617536
650,61322,12,5.0,4.770664814099787
651,61773,39,5.0,4.90420741519975
652,62415,59,4.0,3.925170222526531
653,63325,21,4.0,3.8127809726639454
654,64108,0,1.0,-0.04702263129968137
655,64154,4,3.0,2.8623726451826657
656,65424,16,1.0,0.9576988711737074
657,65440,8,5.0,4.766716488617536
658,66491,21,4.0,3.8127809726639454
659,66562,32,5.0,4.805169718408294
660,66604,0,4.0,3.815552247246793
661,66604,0,4.0,3.815552247246793
662,66604,0,4.0,3.815552247246793
663,66604,0,4.0,3.815552247246793
664,68287,7,5.0,4.809213880005519
665,68288,0,5.0,4.769440253291737
666,68311,17,1.0,0.10800863754646933
667,23,0,5.0,4.769440253291737
668,71,2,1.0,0.953244506790186
669,83,20,5.0,4.891409396609426
670,83,20,5.0,4.891409396609426
671,83,20,5.0,4.891409396609426
672,83,20,5.0,4.891409396609426
673,83,20,5.0,4.891409396609426
674,83,20,5.0,4.891409396609426
675,83,20,5.0,4.891409396609426
676,83,20,5.0,4.891409396609426
677,83,20,5.0,4.891409396609426
678,827,2,5.0,4.766222518744392
679,1002,45,5.0,4.937356254802937
680,1031,0,4.0,3.815552247246793
681,1696,5,5.0,4.759248667476491
682,1835,32,5.0,4.805169718408294
683,1957,26,5.0,4.8832875343062785
684,2389,0,5.0,4.769440253291737
685,3009,2,5.0,4.766222518744392
686,3208,1,5.0,4.766461959197935
687,3436,5,3.0,2.855549223809745
688,3645,12,4.0,3.816531892616792
689,4078,5,5.0,4.759248667476491
690,4078,5,5.0,4.759248667476491
691,4078,5,5.0,4.759248667476491
692,4078,5,5.0,4.759248667476491
693,4724,11,5.0,4.762993973195825
694,4854,25,5.0,4.814486224901756
695,5655,16,5.0,4.788494228034477
696,6395,48,5.0,4.889396139426079
697,6407,8,1.0,0.9533432850596836
698,6415,4,2.0,1.9082484352575757
699,6415,4,2.0,1.9082484352575757
700,6415,4,2.0,1.9082484352575757
701,6415,4,2.0,1.9082484352575757
702,6629,12,5.0,0.6395007769413902
703,6688,15,5.0,4.821786671700771
704,7048,17,4.0,3.805902863770987
705,7319,12,1.0,0.954132973154198
706,7533,32,5.0,4.805169718408294
707,7718,11,4.0,3.8103951863163386
708,8085,32,1.0,0.9610339435132687
709,8502,25,5.0,4.814486224901756
710,8965,0,5.0,4.769440253291737
711,9110,17,3.0,2.854427145308644
712,9243,14,5.0,4.794792764033279
713,9683,24,5.0,4.80623071183446
714,10210,11,5.0,4.762993973195825
715,10210,11,5.0,4.762993973195825
716,10210,11,5.0,4.762993973195825
717,10210,11,5.0,4.762993973195825
718,10210,11,5.0,4.762993973195825
719,10210,11,5.0,4.762993973195825
720,10210,11,5.0,4.762993973195825
